昵称,时间,评论内容
lyf橘,2020-12-04 08:23:00,加油        
阿成的小成功,2020-12-04 08:23:00,赞👍！        
Gym文龙,2020-12-04 08:23:00,快递已经发货，请注意查收        
贝尔加的珊瑚海,2020-12-04 08:23:00,❤️        
Win9啊,2020-12-04 08:23:00,啪的一下就出来了，很快啊。嫦娥没防住，大意了        
徐徐在旅途,2020-12-04 08:23:00,这个真的很牛逼        
彭-庄影,2020-12-04 08:23:00,点赞祖国！
Blue-6,2020-12-04 08:23:00,不平凡的2020年，感谢给我们中国人带来惊喜，感谢，🇨🇳        
LM豆腐麻花,2020-12-04 08:23:00,纪念  合影        
不知_未知,2020-12-04 08:23:00,哇哦
十三先生Studio,2020-12-04 08:23:00,看着和做梦一样
爱吃螺蛳粉和奶茶的阿宝998,2020-12-04 08:23:00,中国航天🇨🇳         
壮志凌云-2000,2020-12-04 08:23:00,回家回家        
马十仞,2020-12-04 08:22:00,！！！！！！！！！！！！！！！        
Wings战,2020-12-04 08:22:00,优秀        
pinkpinkpinkT,2020-12-04 08:22:00,科技强国的例子又添一项 考公务员的宝宝们准备好了吗        
越酱难以忘怀的纱织,2020-12-04 08:22:00,航天梦，五星红旗独立展示🇨🇳🇨🇳        
红红_拒绝次大餐,2020-12-04 08:22:00,棒棒哒~        
兔子的点点滴滴,2020-12-04 08:22:00,太厉害了        
长耳朵小鹿,2020-12-04 08:22:00,感动感动激动激动        
三番几点,2020-12-04 08:22:00,到底有没有美国国旗在上面呀？        
半糖曲奇奈奈酱,2020-12-04 08:22:00,嫦娥五号月球土特产发货了
米库加菲,2020-12-04 08:22:00,被展示国旗的动作萌到了(*^▽^)/★*☆
奥尔世界,2020-12-04 08:22:00,真好啊        
初雪入经年丨全城热恋,2020-12-04 08:22:00,中国航天崛起🇨🇳        
渐行渐远_已经,2020-12-04 08:22:00,芜湖，起飞！！！
守望悼亡,2020-12-04 08:21:00,好耶
简丹DAYTOY,2020-12-04 08:21:00,骄傲，雄起🇨🇳🇨🇳
扁担倒了不知道是个一字,2020-12-04 08:21:00,月球土特产        
淡墨痕吖,2020-12-04 08:21:00,横店电影拍的不错        
小痞子_ES,2020-12-04 08:21:00,派送中🇨🇳        
PhomLF,2020-12-04 08:21:00,转发微博        
鸽吻o_O,2020-12-04 08:21:00,掌声送给中国航天人👍        
SSSS飞哥,2020-12-04 08:21:00,先占住地儿再说        
遵义丶龙哥,2020-12-04 08:21:00,厉害我的国        
zb7931我来了,2020-12-04 08:20:00,见证历史！
RayKksanG1985,2020-12-04 08:21:00,放动画几个意思？        
悦鹜,2020-12-04 08:20:00,怎么没看到国旗呢？        
为个小孩登录,2020-12-04 08:20:00,转发微博        
宇宙中滴猩猩,2020-12-04 08:20:00,作为中国人的骄傲        
就是有一个大秘密啊,2020-12-04 08:20:00,中国🇨🇳棒棒哒        
永远ai耗子,2020-12-04 08:20:00,太厉害了，我的国
ai种花的小若若,2020-12-04 08:20:00,哇哦，能让嫦娥姐姐给我带个月饼么        
皮皮小怂包·,2020-12-04 08:20:00,伟大祖国        
匹夫豆,2020-12-04 08:20:00,月球上需要的推力小多少？        
风过无痕燕过无声,2020-12-04 08:20:00,启程回家了
还是换回小西闹钟,2020-12-04 08:20:00,嫦娥回来了，吃月饼🥮庆祝        
楊冪姐的婷宝吶,2020-12-04 08:20:00,中国🇨🇳航天
东钛新材,2020-12-04 08:19:00,挺厉害，但是比美国晚了60年        
fhwwan持之以恒,2020-12-04 08:19:00,厉害了，我的国！        
蛋壳3739,2020-12-04 08:19:00,啧啧        
王嘉尔的小姐姐_,2020-12-04 08:19:00,🇨🇳        
百变颖_琑,2020-12-04 08:19:00,中国🇨🇳 真棒👏🏻         
健哥的段子手,2020-12-04 08:19:00,欢迎回家        
杨柽佑KevinYoung,2020-12-04 08:19:00,离实现《太空部队》里面的画面不远了
夏沐夕空,2020-12-04 08:19:00,有亿点厉害        
有钱家的胖坚果,2020-12-04 08:19:00, 中国🇨🇳加油！
期待中的珠珠,2020-12-04 08:19:00,🐮        
朱一龙的小菖蒲,2020-12-04 08:18:00,中国航天崛起！        
游渐离,2020-12-04 08:18:00,厉害了我的祖国        
毅在我心,2020-12-04 08:18:00,转发微博        
11czg11,2020-12-04 08:18:00,棒        
和你说个铲铲,2020-12-04 08:18:00,牛牛牛牛        
粒粒是大明猩,2020-12-04 08:18:00,牛逼！为我的祖国感到自豪！        
totosann,2020-12-04 08:18:00,太棒啦！！
刘晓洋洋,2020-12-04 08:18:00,这个独立展示是什么意思啊        
SeanRM,2020-12-04 08:18:00,1        
旺仔仔小能手,2020-12-04 08:18:00,🇨🇳        
新语观潮,2020-12-04 08:18:00,九天揽月，留存。        
橙柚槿,2020-12-04 08:17:00,中国航天🇨🇳中国航天🇨🇳中国航天🇨🇳
悟出莲花,2020-12-04 08:17:00,今天早上看到还没落下的月亮，感觉和以前不一样了，以前的月亮是神话，现在的月亮是科学。        
-升级少女Jun,2020-12-04 08:17:00,🇨🇳        
我一咳嗽你就点火,2020-12-04 08:17:00,求代购        
一年只能改一次昵称9,2020-12-04 08:16:00,棒棒        
晚安前好想听故事,2020-12-04 08:16:00,完美
庐陵野客,2020-12-04 08:16:00,国旗展示好像没看见实拍的        
媛暖暖丶的幸福时光,2020-12-04 08:16:00,石头城墙足有十五米高，城墙上身穿皮甲的士兵看起来都极强壮。安争注意到宫城城墙上每隔一百米就安装着一架很大的武器，像是床子弩，但上面散发出来的恐怖气息让人清晰的感知到，那是一件法器，而且威力必然不小。        
撒野楠朋友,2020-12-04 08:16:00,厉害我大中国🇨🇳        
小雨诗诗诗,2020-12-04 08:16:00,祖国万岁！向中国航天科学家致敬！        
无限未知的宇宙,2020-12-04 08:16:00,转发微博        
小五的故事199305,2020-12-04 08:16:00,厉害了
雅吧1205,2020-12-04 08:16:00,我们定的快递来了
红南白先生,2020-12-04 08:16:00,强国之力        
徐游客霞记,2020-12-04 08:16:00,奥利给！！        
伯爵红茶拿铁95,2020-12-04 08:16:00,这技术真得是我们的骄傲
YiSean琑小乔Joe,2020-12-04 08:16:00,哇喔！        
_攒眉千度,2020-12-04 08:16:00,骑士已取货        
zero晴,2020-12-04 08:15:00,愿祖国繁荣昌盛        
H苏家水珠,2020-12-04 08:15:00,中国航天人 棒棒哒
讷讷讷讷讷讷讷讷讷,2020-12-04 08:15:00,哦        
绝色猎人,2020-12-04 08:15:00,国旗是那个小红点吧
讷讷讷讷讷讷讷讷讷,2020-12-04 08:15:00,看        
代代的晴空,2020-12-04 08:15:00,看哭了 我大祖国威武
PeaceJoyDay,2020-12-04 08:15:00,帅        
代亚丽adai,2020-12-04 08:15:00,厉害了我的国        
红果子-aka,2020-12-04 08:15:00,帅帅帅
撸法斗狂魔,2020-12-04 08:15:00,中爹就是坠吊的        
Nn以后每天都要开心点啊,2020-12-04 08:15:00,大国雄起
ur-will,2020-12-04 08:15:00,我又想到了前几年印度的撞击式登月。真有他们的。        
路遥的盐焗星球,2020-12-04 08:15:00,准备收货啦
给啵啵加点盐,2020-12-04 08:15:00,好棒！        
LOVEKUN8215,2020-12-04 08:15:00,厉害👍        
深圳李玉芝,2020-12-04 08:14:00,厉害了，中国！        
随疯yu,2020-12-04 08:14:00,好美啊        
回龙观雷公,2020-12-04 08:14:00,半天没看到国旗        
地球大危,2020-12-04 08:14:00,开酒店吗，我预订套间
士多啤梨不是梨QAQ,2020-12-04 08:14:00,我们的目标是星辰大海
诺米泥巴,2020-12-04 08:14:00,牛逼！        
韩立done,2020-12-04 08:14:00,爱我中华！        
非著名香菜叶儿,2020-12-04 08:14:00,好棒啊        
劉Ss777,2020-12-04 08:14:00,真棒
就是皮yi鸭,2020-12-04 08:14:00,中国航天棒棒！        
代亚丽adai,2020-12-04 08:13:00,为祖国点赞        
禾勺人水亻廴聿钅刂,2020-12-04 08:13:00,红旗呢？怎么没有看到啊，给个镜头啊        
马克州,2020-12-04 08:13:00,视频呢        
胡歌老婆灵儿,2020-12-04 08:13:00,⛽️好样的！        
广西中医药大学,2020-12-04 08:13:00,伟大的祖国！🇨🇳        
琪琪娃娃爱BABY,2020-12-04 08:13:00,酷        
武五无555,2020-12-04 08:13:00,厉害了我的国        
马大帅爱吃长果仁,2020-12-04 08:13:00,中国牛逼        
米兰的玲珑,2020-12-04 08:13:00,太棒了        
那一抹微笑犹如春风拂面,2020-12-04 08:13:00,转发微博        
谢TT和程小P,2020-12-04 08:13:00,好激动 挖了多少土啊？        
候鸟2375,2020-12-04 08:13:00,想看下国旗展示能不能飘起来的。结果。。。没有。。。那个播报的声音听的好难受啊，几十年前那种公式化的声音语调，总觉得战战兢兢的。        
XFF很无趣,2020-12-04 08:12:00,我们的征途是星辰大海~        
朱大大妮子,2020-12-04 08:12:00,我真的对于海底和天空特别好奇。探索这些的人真的不知道用什么词来形容了。反正就是大自然太神奇了
Stonerainred,2020-12-04 08:12:00,棒！        
laotongwb,2020-12-04 08:12:00,月球上虽然没有风，但当五星红旗在月球地面上展开时，一首雄壮的歌曲依然在脑海中响起：五星红旗迎风飘扬，胜利歌声多么响亮，歌唱我们亲爱的祖国…        
淡定的超哥,2020-12-04 08:12:00,月球引力更小。是不是起飞也简单点        
沉迷美色不能自拔,2020-12-04 08:12:00,了不起的祖国        
Top10搞笑视频,2020-12-04 08:12:00,好激动呀        
谁的泪水淹没了城,2020-12-04 08:12:00,嫦娥快递        
F92165100,2020-12-04 08:12:00,祖国加油        
开到荼蘼vivi,2020-12-04 08:12:00,转发微博        
陆盲has,2020-12-04 08:12:00,最近在读《长征》感慨我伟大的祖国        
烊烊的嗷嗷,2020-12-04 08:12:00,中国航天🇨🇳，🐮        
嘉sj,2020-12-04 08:11:00,能带坛桂花酒回来吗？
悠悠1129,2020-12-04 08:11:00,赞        
浮萍人生看星星,2020-12-04 08:11:00,在你看不见的地方，依然有人在努力着        
令狐盛云,2020-12-04 08:11:00,Earth，You need cry🎉🎉🎉 地球，有你的快递🎉🎉🎉        
QQMUM820,2020-12-04 08:11:00,这个厉害了        
源咪咪和蕾咪咪,2020-12-04 08:11:00,哇！仰望星空，宇宙航行，我们一起努力！        
晴雨涵韵,2020-12-04 08:11:00,就这？        
一光以外,2020-12-04 08:11:00,挖土，我们是专业的
轩辕佳宁002,2020-12-04 08:11:00,加油        
爱健身的薇女王,2020-12-04 08:11:00,祖国万岁！        
你的ID哪儿去了,2020-12-04 08:11:00,中国最棒
闲人友军,2020-12-04 08:10:00,来去之间的独立展示        
對於cuo,2020-12-04 08:10:00,1        
walking--moon,2020-12-04 08:10:00,壮哉中国🇨🇳        
凤淡云轻66,2020-12-04 08:10:00,激动，速度好快啊，感觉上周才发射的
q214693034,2020-12-04 08:10:00,弱弱地问个问题：地球房价会降吗？        
我是莫北手心里的小手机,2020-12-04 08:10:00,🇨🇳 🇨🇳 🇨🇳 
小陆哥很尴尬,2020-12-04 08:10:00,飒，帅        
之前的昵称太过一本正经,2020-12-04 08:10:00,祝贺祝贺祖国
日月抱山河,2020-12-04 08:10:00,可以吃到修补月球用料了，如月饼.月液酒.桂花茶等。以后都可以空中生活，自由飞翔。        
小镇寡民,2020-12-04 08:10:00,芜湖起飞        
13號de籃銶世堺,2020-12-04 08:10:00,祖国太强大了，几天来回取个东西。
月柒柒l,2020-12-04 08:09:00,中国❤❤❤        
惠158158,2020-12-04 08:09:00,，        
JM-嘉音难觅,2020-12-04 08:09:00,我爱我的国，太激动了！        
NAMI藏,2020-12-04 08:09:00,必须顶起来        
姜贞羽老婆,2020-12-04 08:09:00,好厉害        
女侠花影雪,2020-12-04 08:09:00,中国航天
MMMMMMMMMMMMMMMING,2020-12-04 08:09:00,1        
炸毛的魔法少女小王,2020-12-04 08:09:00,就是牛        
湖光山色201911,2020-12-04 08:09:00,期待看到有国旗的画面        
爱飞的想法,2020-12-04 08:09:00,不是说有国旗照片吗？怎么没见发        
蓝忘机天天用wifi,2020-12-04 08:09:00,中国🇨🇳 航天
鼠安久久,2020-12-04 08:09:00,中国航天🇨🇳
卡拉维拉县驰名的跳蛙Sophia,2020-12-04 08:08:00,恭喜        
房产隐形人,2020-12-04 08:08:00,转起留念        
小小山丘哇,2020-12-04 08:08:00,转发微博        
Studymakesmehappy10086,2020-12-04 08:08:00,转发微博        
TerryENG,2020-12-04 08:08:00,🇨🇳🐂🍺        
CrushGirl609,2020-12-04 08:08:00,厉害了 我的国
你夺笋呐呀也,2020-12-04 08:08:00,问一下，着陆器还留在月球上继续工作吗
仲三儿z,2020-12-04 08:08:00,转发纪念，祝福伟大的祖国繁荣昌盛[米奇比心][米奇比心]        
杀尽恨意,2020-12-04 08:08:00,串爆上月球了？        
谦卑的心态与行动W,2020-12-04 08:08:00,我怎么没看到国旗
佳小佳MiMi,2020-12-04 08:08:00,太感动了
这就很lan受,2020-12-04 08:08:00,把起飞打在公屏上！！！        
Lucilla-君,2020-12-04 08:08:00,感谢背后辛勤付出的科学家们！太伟大了！        
本是一只熊,2020-12-04 08:08:00,芜湖        
过过过过过过过过-horsum,2020-12-04 08:08:00,这种时刻 激动的想哭        
你懂我这就够了,2020-12-04 08:07:00,我国骄傲！        
buinbuin,2020-12-04 08:07:00,感动哭了
青春的小涵涵,2020-12-04 08:07:00,留念        
赵赵赵赵大人,2020-12-04 08:07:00,加油💪        
Lam正河,2020-12-04 08:07:00,等着收快递了，嫦娥姐姐家发过来的。        
与你们同行koukou敏,2020-12-04 08:07:00,skr
悠悠汐雨,2020-12-04 08:07:00,好期待，中国航天加油！        
巴蜀之湘,2020-12-04 08:07:00,中国航天🐮比        
卢芘杨卡包吃住,2020-12-04 08:07:00,月球自古以来就是……        
紫洛狐狸,2020-12-04 08:07:00,哇哦惊叹        
谭述鹏博,2020-12-04 08:07:00,祝福祖国
Foreverfinnwolfhard,2020-12-04 08:07:00,牛逼        
安娜丫头丫头1993,2020-12-04 08:06:00,怎么办？看的想流泪😭为我深爱的、曾历经磨难的祖国        
属我欢喜,2020-12-04 08:06:00,这真是要带土特产回来了        
不回头hz,2020-12-04 08:06:00,这份快递价值几个亿
Number-萧萧,2020-12-04 08:06:00,越来越强盛        
周亚平n,2020-12-04 08:06:00,央视        
若白爹的闺女,2020-12-04 08:06:00,中国航天！        
李安花的盆,2020-12-04 08:05:00,国旗展示呢？        
殇雪映蝶48138,2020-12-04 08:05:00,欢迎回家        
骑大象逛马路,2020-12-04 08:05:00,厉害了        
亮程学长,2020-12-04 08:05:00,厉害了我的国        
妮可别蹦哒,2020-12-04 08:05:00,芜湖～起飞了        
米花糖1129,2020-12-04 08:05:00,好激动鸭！中国🇨🇳航天冲鸭
阿---春春,2020-12-04 08:05:00,。        
小杨爱吃糖yx,2020-12-04 08:05:00,中国航天🐮🍺！！中国越来越强大了！！        
牛媛玥,2020-12-04 08:05:00,啊        
骑乌龟追上兔子,2020-12-04 08:05:00,牛🐮        
蛰伏的狼,2020-12-04 08:05:00,悬停转向很顺滑哦！        
辣条给我吃一,2020-12-04 08:05:00,由此可知推断出我们和美国的差距应该在60+左右        
努力学英语的Samson,2020-12-04 08:05:00,又一个历史性的时刻属于中国🇨🇳 
鈞淇儿,2020-12-04 08:05:00,[米奇比心]        
清华美院,2020-12-04 08:04:00,👍 👍 👍        
茶花信笺Hotness,2020-12-04 08:04:00,强        
兰德卡特,2020-12-04 08:04:00,实拍在哪里？        
Chen晨Ye烨,2020-12-04 08:04:00,国旗是留在月球了吗？        
TL魔炙,2020-12-04 08:04:00,哇哇哇昨天忘看了，🐮🐮🐮！！！起飞！        
璇尼玛b,2020-12-04 08:04:00,鼓掌        
estelle215,2020-12-04 08:04:00,挖槽，国外还在抗疫情，我国……        
萝卜头101224,2020-12-04 08:04:00,五星红旗迎风飘扬胜利歌声多么响亮        
依旧相信这世界很美好,2020-12-04 08:04:00,这是强大的祖国！        
明乕,2020-12-04 08:04:00,长征快递，您来自月球的包裹请查收！        
福袋生活生活雨文团长,2020-12-04 08:04:00,中国加油💪        
科研狗Dash-an,2020-12-04 08:04:00,为何看着像动画？        
i张阿杰,2020-12-04 08:04:00,嫦五回家啦
marsyjj,2020-12-04 08:04:00,👏👏👏        
ariesguo2010,2020-12-04 08:03:00,热泪盈眶        
咻咻咻咻袖里箭,2020-12-04 08:03:00,记住了，考研要考        
杨紫的左心房,2020-12-04 08:03:00,真棒        
狼客之道,2020-12-04 08:03:00,芜湖，起飞        
是金刚芭比大魔王啊,2020-12-04 08:03:00,中国航天棒棒哒！        
白天云朵,2020-12-04 08:03:00,🙄        
尧舜禹201610,2020-12-04 08:03:00,真他妈帅，以后科幻电影是中文！        
命运魔法,2020-12-04 08:03:00,太棒了
无为旭,2020-12-04 08:03:00,中国🇨🇳正向着更远的宇宙深处探索！        
花间不饮酒,2020-12-04 08:03:00,到了月球也逃脱不了离婚冷静期        
萝卜头101224,2020-12-04 08:03:00,伟大的祖国        
爱呱呱呱的呱呱,2020-12-04 08:03:00,转发微博        
今天晚上的月亮有点圆,2020-12-04 08:02:00,起飞
金刚呆,2020-12-04 08:02:00,五号，你妈妈喊你回家吃饭        
看到我请制止我刷巍澜我要学习,2020-12-04 08:02:00,是政治考研时政吗
汶水1969,2020-12-04 08:02:00,热烈庆贺！        
Gooson-WANG,2020-12-04 08:02:00,科技真牛逼，还得多读书啊        
Annacecm_Kreg,2020-12-04 08:02:00,转发微博        
璟雅627,2020-12-04 08:02:00,好激动好激动💗💗💗💗        
ChunYamLee,2020-12-04 08:02:00,牛        
兰客与喵,2020-12-04 08:01:00,感动骄傲自豪🇨🇳🇨🇳🇨🇳        
仰望星晨那明亮的星,2020-12-04 08:01:00,致敬中国航天！        
Love-Yourself__,2020-12-04 08:01:00,转发微博        
不吃了去你妈的,2020-12-04 08:01:00,离婚冷静期几时死        
愚公喝酒bsk,2020-12-04 08:01:00,中国航天！
考试全过喜爱DYS的过儿呀,2020-12-04 08:01:00,好棒呀        
曹三岁呀_,2020-12-04 08:01:00,记得回来的时候把我老婆嫦娥接回来。        
foxjunjun,2020-12-04 08:00:00,厉害哦        
秋冬已,2020-12-04 08:00:00,国旗在哪呢倒是？？        
E改个名字吧w,2020-12-04 08:00:00,预祝收获货成功        
沈博333,2020-12-04 08:00:00,！        
孙家老猫,2020-12-04 07:59:00,已取货，配送过程中        
yingbailee,2020-12-04 07:59:00,载入史册的一天
21考研小卓子加油,2020-12-04 07:59:00,在茫茫星海中，踏上回家的路
这儿就是我啊,2020-12-04 07:59:00,摘下月亮送给你        
汤三三哥,2020-12-04 07:59:00,真棒        
修改昵称的锦鲤,2020-12-04 07:59:00,真棒啊        
bongbong爱旅行,2020-12-04 07:59:00,啊        
兔牙要平安喜乐,2020-12-04 07:59:00,中国牛批！！转发留念
C微冉C,2020-12-04 07:59:00,太棒了，我的祖国🇨🇳🇨🇳🇨🇳        
主力别杀我,2020-12-04 07:59:00,关键是这次探岳工程，很多年轻人参与了，这就有了几十年的保障。祝福        
i-ts,2020-12-04 07:59:00,牛逼        
三水是路痴,2020-12-04 07:59:00,中国牛逼（有文化的人）        
招财喵咪123,2020-12-04 07:59:00,55555        
那个路口似曾相识,2020-12-04 07:59:00,这个是真可以        
龙哥_75409,2020-12-04 07:59:00,嫦娥奔月不再是神话，中国嫦娥五号成功完成月球釆土，即将载誉归来！ ​​​        
粲先生,2020-12-04 07:59:00,今天早晨看到两段视频，一段是阿雷西博望远镜轰然倒塌的监控画面，一段是嫦娥五号从月球起飞的监控画面。我把这当作是一个象征，一个国家科学领导力的衰落与另一个国家的腾飞的象征。只望中国的腾飞能更稳、更久一些。        
红尘陌上云深处5,2020-12-04 07:58:00,壮哉        
马军6833,2020-12-04 07:58:00,应该是嫦娥五号有展示国旗，这个动作，根据遥测判断也成功了，但实际上只有个3d展示，估计实图没法拍到        
Coral11V,2020-12-04 07:58:00,除了夸，想不出别的了
L灰灰欧尼,2020-12-04 07:58:00,厉害了，棒棒哒
hailull,2020-12-04 07:58:00,中国航天
尚达善电商,2020-12-04 07:58:00,看完了也没看到国旗啊，那分那秒，高手指点一下。        
关山口男子职校的菜鸡,2020-12-04 07:58:00,芜湖
夜阑闻歌声,2020-12-04 07:58:00,打包完成 发货途中 目的地中国         
无程休止,2020-12-04 07:57:00,中国航天
Kasey欣,2020-12-04 07:57:00,我
wasnm,2020-12-04 07:57:00,冲鸭！！！等你回家
努力的人不该被辜负,2020-12-04 07:57:00,中国太🐮了        
Rosy可爱又明朗,2020-12-04 07:57:00,嫦娥五号
哆啦爱梦的10月,2020-12-04 07:57:00,厉害了我的国        
yt1114yt1114,2020-12-04 07:57:00,好        
起个名字真难哦吼,2020-12-04 07:57:00,我们人还不能登月呢        
丁丁猫爱吃鱼05,2020-12-04 07:57:00,🇨🇳
努力的人不该被辜负,2020-12-04 07:57:00,打包完成，已揽收，下一站地球        
阿刺_啊,2020-12-04 07:56:00,耶 离家又近了一步        
喵小小小懒,2020-12-04 07:56:00,转起
www雨欣en,2020-12-04 07:56:00,棒        
待到星光璀璨时,2020-12-04 07:56:00,哇！        
Zho赵佳人,2020-12-04 07:56:00,画面里月球上的星星真好看
热心灾管,2020-12-04 07:56:00,我要回家啦
一只会飞的丶咸鱼,2020-12-04 07:56:00,牛逼        
许便宜糕点的愿望,2020-12-04 07:56:00,祝福祖国繁荣昌盛
tzy心动2017,2020-12-04 07:56:00,您的快递已发货，请您注意查看及签收        
J_Y_C_S,2020-12-04 07:56:00,厉害
Pingziiiiii666,2020-12-04 07:56:00,中国航天🇨🇳        
李立201308,2020-12-04 07:56:00,恭喜        
直立行走的兔砸,2020-12-04 07:56:00,太棒啦
沉醉花海听花音,2020-12-04 07:56:00,常娥回娘家后取了一点家乡的土即将返回地球。        
林杰祥v,2020-12-04 07:56:00,底座是不是就在月球        
20年代最快乐的崽,2020-12-04 07:55:00,中国航天🇨🇳
让你三刀又何妨,2020-12-04 07:55:00,广东人民发来祝贺。
Mering58,2020-12-04 07:55:00,给航天人点赞！        
你应该飞在我的前面,2020-12-04 07:55:00,我们在另一颗星球发射火箭了
Q赖赖,2020-12-04 07:55:00,我的国我的国
葬爱泥巴,2020-12-04 07:55:00,嫦娥注册淘宝会员        
Spaceofet,2020-12-04 07:55:00,转发微博        
丽丽0515,2020-12-04 07:55:00,这也太厉害了吧！        
豆点儿sunshine,2020-12-04 07:55:00,可以清楚的看到星星啊
大壳儿家的小迷妹,2020-12-04 07:55:00,要返航啦啦啦啦啦啦啦啦啦啦，望平安归来呀
x十一月-O-,2020-12-04 07:55:00,对于月球的人来说，我们就是外星人喽        
正略书院,2020-12-04 07:55:00,点赞🇨🇳        
最爱水煮鱼米线,2020-12-04 07:55:00,人家都火星了 还在这月球？        
淡水浅唱2020,2020-12-04 07:55:00,嫦娥展眉舒广袖、吴刚是否捧出桂花酒？        
小卡的花骨朵,2020-12-04 07:55:00,天呐，探索宇宙的每一步都 太浪漫        
雪中的飞儿ZYY,2020-12-04 07:54:00,…        
蓝天大海988,2020-12-04 07:54:00,看一下        
不相见的猫,2020-12-04 07:54:00,多看些 政治考研选择最怕考这些航空器的意义了 今年好多哟
BlackBlacksun,2020-12-04 07:54:00,中国加油！        
心湖001,2020-12-04 07:54:00,中国太棒了🇨🇳        
小先生的女孩儿,2020-12-04 07:54:00,太棒啦~        
glc1617,2020-12-04 07:54:00,冲冲冲        
我最不倒之沉迷学习,2020-12-04 07:54:00,中国加油
宇宙07790,2020-12-04 07:54:00,👍👍👍        
神叨的陆半仙儿,2020-12-04 07:54:00,月球自古以来就是我国领土，是我国神圣不可分割的一部分🤓        
流年易逝6907,2020-12-04 07:54:00,马上回家了！        
牵手茉莉花一起到老吧,2020-12-04 07:54:00,想问一下见到嫦娥姐姐了吗？        
冰糖小麦,2020-12-04 07:54:00,已发货        
青庭静柏,2020-12-04 07:54:00,祖国
没人像你,2020-12-04 07:54:00,激动！！！        
我的快乐是王源,2020-12-04 07:54:00,伟大的祖国        
宠你我开心,2020-12-04 07:54:00,起飞！        
princeHHHHH,2020-12-04 07:53:00,🇨🇳祝福
后院小鹿,2020-12-04 07:53:00,真正牛，全世界独此一家        
阿戬戬戬戬,2020-12-04 07:53:00,厉害了我的🇨🇳        
luuuyiiiii,2020-12-04 07:53:00,🇨🇳        
多多萝茜2008,2020-12-04 07:53:00,祝贺中国航天
辰小帅6477183023,2020-12-04 07:53:00,沾沾喜气
iWtkwya,2020-12-04 07:53:00,祖国万岁        
-嗌俄玲兒,2020-12-04 07:53:00,6666        
囚16252,2020-12-04 07:52:00,中国航天航空棒        
小曦杨吖,2020-12-04 07:52:00,飞吧        
四水和三山,2020-12-04 07:52:00,热泪盈眶，        
竹音2020,2020-12-04 07:52:00,中国航天nb        
落and凡,2020-12-04 07:52:00,真棒        
聂什么程,2020-12-04 07:52:00,知识点        
哎呦我去oooooo,2020-12-04 07:52:00,🇨🇳太棒了！！        
红与黑2020,2020-12-04 07:52:00,不是说好了是全人类的吗？月球：我……是地球的        
啊仓仓仓,2020-12-04 07:52:00,留念，我国在月球首次
SinvahGo,2020-12-04 07:51:00,不懂就问，第几秒能看见国旗啊？        
被老师批评的孩子,2020-12-04 07:51:00,冲鸭        
pp_calypso,2020-12-04 07:51:00,你们说如果月球有生物，它们怎么想？这地球人咋回事啊，一会儿来个人插个棋子走了，一会儿又来挖点土走了，还有来这蹦几下拍几张照走了的，他们打卡的方式还真有趣
Vonway3,2020-12-04 07:51:00,热搜都排不上三甲？前几个全他🐴唱戏的        
用户玻璃樽,2020-12-04 07:51:00,中国加油！！！        
AAA-UFO0735,2020-12-04 07:51:00,好        
zjz176,2020-12-04 07:51:00,o        
wlmrsday,2020-12-04 07:51:00,好棒
怀念过往梦想未来,2020-12-04 07:51:00,中国航天
Big野猪佩奇,2020-12-04 07:51:00,首先为伟大祖国点赞！ 其次有没有网友科普一下，月球上不是没有氧气吗？为什么可以点火呢？        
岁岁朝慕,2020-12-04 07:50:00,叮——您有一份来自月球的快递，请注意查收~        
Life_is_a_journey_,2020-12-04 07:50:00,🇨🇳        
蔷薇花儿开半夏,2020-12-04 07:50:00,祖国万岁！        
qazplm147258,2020-12-04 07:50:00,牛        
儞箇貳貨,2020-12-04 07:50:00,啊哈！嫦娥五号加油！        
羯陵伽罗,2020-12-04 07:50:00,转发微博        
Imagine·星空,2020-12-04 07:50:00,轨道器上升器几点对接？        
DZhi2020,2020-12-04 07:50:00,致敬 中国航天        
讨人喜欢的QQ,2020-12-04 07:49:00,祖国万岁        
大翼姐,2020-12-04 07:49:00,发货了！        
一只大怪物z,2020-12-04 07:49:00,中国航天
WWwwwWW1516,2020-12-04 07:49:00,一切顺利，加油(ง •̀_•́)ง        
婉兮清扬_嫣然,2020-12-04 07:49:00,中国航天
Reaven,2020-12-04 07:49:00,哈哈哈哈哈//
俞白洛温,2020-12-04 07:49:00,好棒ヾ ^_^♪        
白羊座的瑾瑾,2020-12-04 07:49:00,我找了好久国旗，太可爱了吧
来日G,2020-12-04 07:49:00,赞赞我的国        
邢一磊,2020-12-04 07:49:00,您的快递已从月球发货        
Ctop1文武贝,2020-12-04 07:48:00,酷
文明搬运工,2020-12-04 07:48:00,挖掘机技术哪家强，中国嫦娥赛蓝翔！        
痒痒挠智,2020-12-04 07:48:00,这几年不但见了下五洋捉鳖，还看了上九天揽月，值了！
鲁-迅精神,2020-12-04 07:48:00,看了个寂寞        
凝湘1233_50375,2020-12-04 07:48:00,👍        
你笑起来像颗糖,2020-12-04 07:48:00,美国的载人登月都是假的，以前能登月，现在登不上，不是假的吗？
哆啦A梦的家-11,2020-12-04 07:48:00,芜湖，起飞
萨媛0526,2020-12-04 07:48:00,祖国加油＾０＾~        
凉薄北黯,2020-12-04 07:48:00,加油(ง •̀_•́)ง        
